id,condition,measurement,position,trace,marker0,marker1,t_event0,t_event1,delay
12753,ctrl,20170308,7_5,16,ros,pi,NaN,NaN,NaN
12754,ctrl,20170308,7_5,17,ros,pi,inf,NaN,NaN
12755,ctrl,20170308,7_5,18,ros,pi,16.527,NaN,NaN
12756,ctrl,20170308,7_5,19,ros,pi,14.117,NaN,NaN
12757,ctrl,20170308,7_5,20,ros,pi,16.764,NaN,NaN
12758,ctrl,20170308,7_5,21,ros,pi,22.167,26.599,4.431999999999999
12759,ctrl,20170308,7_5,22,ros,pi,12.094,NaN,NaN
12760,ctrl,20170308,7_5,23,ros,pi,inf,NaN,NaN
12761,ctrl,20160218,8_1,1,ros,pi,17.399667,NaN,NaN
12762,ctrl,20160218,8_1,2,ros,pi,inf,NaN,NaN
12763,ctrl,20160218,8_1,3,ros,pi,-inf,NaN,NaN
12764,ctrl,20160218,8_1,4,ros,pi,inf,NaN,NaN
12765,ctrl,20160218,8_1,5,ros,pi,inf,NaN,NaN
12766,ctrl,20160218,8_1,6,ros,pi,19.113667,-inf,NaN
12767,ctrl,20160218,8_1,7,ros,pi,inf,-inf,NaN
12768,ctrl,20160218,8_1,8,ros,pi,inf,NaN,NaN
12769,ctrl,20160218,8_1,9,ros,pi,inf,NaN,NaN
12770,ctrl,20160218,8_1,10,ros,pi,inf,NaN,NaN
12771,ctrl,20160218,8_1,11,ros,pi,19.766667,NaN,NaN
12772,ctrl,20160218,8_1,12,ros,pi,inf,NaN,NaN
12773,ctrl,20160422,8_1,1,ros,pi,5.786633,14.467333,8.6807
12774,ctrl,20160422,8_1,2,ros,pi,5.916633000000001,14.195333,8.278699999999999
12775,ctrl,20160422,8_1,3,ros,pi,-inf,18.418333,NaN
12776,ctrl,20170308,8_5,1,ros,pi,NaN,NaN,NaN
12777,ctrl,20170308,8_5,2,ros,pi,15.385,-inf,NaN
12778,ctrl,20170308,8_5,3,ros,pi,NaN,-inf,NaN
12779,ctrl,20170308,8_5,4,ros,pi,inf,-inf,NaN
12780,ctrl,20170308,8_5,5,ros,pi,10.7665,NaN,NaN
12781,ctrl,20170308,8_5,6,ros,pi,17.495,-inf,NaN
12782,ctrl,20170308,8_5,7,ros,pi,inf,-inf,NaN
12783,ctrl,20170308,8_5,8,ros,pi,inf,-inf,NaN
12784,ctrl,20170308,8_5,9,ros,pi,NaN,-inf,NaN
12785,ctrl,20170308,8_5,10,ros,pi,19.423,-inf,NaN
12786,ctrl,20170308,8_5,11,ros,pi,19.032,-inf,NaN
12787,ctrl,20170308,8_5,12,ros,pi,inf,-inf,NaN
12788,ctrl,20170308,8_5,13,ros,pi,16.972,NaN,NaN
12789,ctrl,20170308,8_5,14,ros,pi,14.712,-inf,NaN
12790,ctrl,20170308,8_5,15,ros,pi,-inf,-inf,NaN
12791,ctrl,20170308,8_5,16,ros,pi,-inf,-inf,NaN
12792,ctrl,20170308,8_5,17,ros,pi,NaN,-inf,NaN
12793,ctrl,20170308,8_5,18,ros,pi,17.905,-inf,NaN
12794,ctrl,20170308,8_5,19,ros,pi,13.668,-inf,NaN
12795,ctrl,20170308,8_5,20,ros,pi,-inf,-inf,NaN
12796,ctrl,20170308,8_5,21,ros,pi,18.169,NaN,NaN
12797,ctrl,20170308,8_5,22,ros,pi,inf,NaN,NaN
12798,ctrl,20160218,9_1,1,ros,pi,inf,NaN,NaN
12799,ctrl,20160218,9_1,2,ros,pi,inf,-inf,NaN
12800,ctrl,20160218,9_1,3,ros,pi,10.633367,NaN,NaN
12801,ctrl,20160218,9_1,4,ros,pi,inf,-inf,NaN
12802,ctrl,20160218,9_1,5,ros,pi,inf,NaN,NaN
12803,ctrl,20160218,9_1,6,ros,pi,inf,NaN,NaN
12804,ctrl,20160218,9_1,7,ros,pi,inf,NaN,NaN
12805,ctrl,20160218,9_1,8,ros,pi,inf,NaN,NaN
12806,ctrl,20160218,9_1,9,ros,pi,-inf,NaN,NaN
12807,ctrl,20160218,9_1,10,ros,pi,inf,NaN,NaN
12808,ctrl,20160218,9_1,11,ros,pi,-inf,NaN,NaN
12809,ctrl,20160218,9_1,12,ros,pi,inf,-inf,NaN
12810,ctrl,20160218,9_1,13,ros,pi,inf,NaN,NaN
12811,ctrl,20160218,9_1,14,ros,pi,inf,NaN,NaN
12812,ctrl,20160218,9_1,15,ros,pi,inf,NaN,NaN
12813,ctrl,20160218,9_1,16,ros,pi,inf,-inf,NaN
12814,ctrl,20160218,9_1,17,ros,pi,inf,NaN,NaN
12815,ctrl,20160218,9_1,18,ros,pi,inf,NaN,NaN
12816,ctrl,20160218,9_1,19,ros,pi,-inf,NaN,NaN
12817,ctrl,20160218,9_1,20,ros,pi,inf,NaN,NaN
12818,ctrl,20160422,9_1,1,ros,pi,inf,14.574333,NaN
12819,ctrl,20160422,9_1,2,ros,pi,-inf,14.389332999999999,NaN
12820,ctrl,20160422,9_1,3,ros,pi,-inf,18.520333,NaN
12821,ctrl,20170308,9_5,1,ros,pi,NaN,-inf,NaN
12822,ctrl,20170308,9_5,2,ros,pi,NaN,-inf,NaN
12823,ctrl,20170308,9_5,3,ros,pi,22.283,-inf,NaN
12824,ctrl,20170308,9_5,4,ros,pi,NaN,-inf,NaN
12825,ctrl,20170308,9_5,5,ros,pi,16.192,-inf,NaN
12826,ctrl,20170308,9_5,6,ros,pi,15.587,-inf,NaN
12827,ctrl,20170308,9_5,7,ros,pi,14.122,-inf,NaN
12828,ctrl,20170308,9_5,8,ros,pi,16.7,-inf,NaN
12829,ctrl,20170308,9_5,9,ros,pi,17.578,-inf,NaN
12830,ctrl,20170308,9_5,10,ros,pi,21.595,-inf,NaN
12831,ctrl,20170308,9_5,11,ros,pi,9.8,-inf,NaN
12832,ctrl,20170308,9_5,12,ros,pi,-inf,-inf,NaN
12833,ctrl,20170308,9_5,13,ros,pi,NaN,-inf,NaN
12834,ctrl,20170308,9_5,14,ros,pi,10.6984,-inf,NaN
12835,ctrl,20170308,9_5,15,ros,pi,14.933,-inf,NaN
12836,ctrl,20170308,9_5,16,ros,pi,20.495,-inf,NaN
12837,sts,20160422,10_7,1,ros,pi,8.016633,13.748332999999999,5.731699999999998
12838,sts,20160422,10_7,2,ros,pi,6.767132999999999,NaN,NaN
12839,sts,20160422,10_7,3,ros,pi,6.014633,NaN,NaN
12840,sts,20160422,10_7,4,ros,pi,6.822233000000001,NaN,NaN
12841,sts,20160422,10_7,5,ros,pi,5.795033,NaN,NaN
12842,sts,20160422,10_7,6,ros,pi,-inf,NaN,NaN
12843,sts,20160422,10_7,7,ros,pi,5.925133000000001,NaN,NaN
12844,sts,20160422,10_7,8,ros,pi,4.842833000000001,NaN,NaN
12845,sts,20160422,10_7,9,ros,pi,6.863333000000001,NaN,NaN
12846,sts,20160422,10_7,10,ros,pi,3.593333,11.539333,7.946
12847,sts,20160422,10_7,11,ros,pi,6.338633,22.720333,16.381700000000002
12848,sts,20160422,10_7,12,ros,pi,6.806032999999999,NaN,NaN
12849,sts,20160422,10_7,13,ros,pi,6.519133,inf,NaN
12850,sts,20160422,10_7,14,ros,pi,4.574533000000001,NaN,NaN
12851,sts,20160422,10_7,15,ros,pi,4.491633,NaN,NaN
12852,sts,20160422,10_7,16,ros,pi,4.814733,14.759333,9.9446
12853,sts,20160422,10_7,17,ros,pi,5.4256329999999995,NaN,NaN
12854,sts,20160422,10_7,18,ros,pi,6.359233,NaN,NaN
12855,sts,20160422,10_7,19,ros,pi,9.083333,16.573333,7.490000000000002
12856,sts,20160422,10_7,20,ros,pi,5.498533,NaN,NaN
12857,sts,20160422,10_7,21,ros,pi,5.941033000000001,NaN,NaN
12858,sts,20160422,10_7,22,ros,pi,4.615533,11.025033,6.4095
12859,sts,20160422,10_7,23,ros,pi,5.133533,22.066333,16.9328
12860,sts,20160422,10_7,24,ros,pi,6.252632999999999,18.127333,11.8747
12861,sts,20160422,10_7,25,ros,pi,5.158933,11.003933,5.845
12862,sts,20160422,10_7,26,ros,pi,5.6931329999999996,NaN,NaN
12863,sts,20160218,10_8,1,ros,pi,inf,NaN,NaN
12864,sts,20160218,10_8,2,ros,pi,inf,NaN,NaN
12865,sts,20160218,10_8,3,ros,pi,24.116667,NaN,NaN
12866,sts,20160218,10_8,4,ros,pi,inf,NaN,NaN
12867,sts,20160218,10_8,5,ros,pi,-inf,NaN,NaN
12868,sts,20160218,10_8,6,ros,pi,20.249667,NaN,NaN
12869,sts,20160218,10_8,7,ros,pi,inf,NaN,NaN
12870,sts,20160218,10_8,8,ros,pi,inf,NaN,NaN
12871,sts,20160218,10_8,9,ros,pi,inf,NaN,NaN
12872,sts,20160218,10_8,10,ros,pi,inf,NaN,NaN
12873,sts,20160218,10_8,11,ros,pi,NaN,NaN,NaN
12874,sts,20160218,10_8,12,ros,pi,-inf,NaN,NaN
12875,sts,20160218,10_8,13,ros,pi,2.808567,NaN,NaN
12876,sts,20160218,10_8,14,ros,pi,NaN,NaN,NaN
12877,sts,20160218,10_8,15,ros,pi,inf,NaN,NaN
12878,sts,20160218,10_8,16,ros,pi,20.599667,NaN,NaN
12879,sts,20160218,10_8,17,ros,pi,inf,inf,NaN
12880,sts,20160218,10_8,18,ros,pi,14.643667,NaN,NaN
12881,sts,20160218,10_8,19,ros,pi,inf,NaN,NaN
12882,sts,20160218,10_8,20,ros,pi,inf,NaN,NaN
12883,sts,20160218,10_8,21,ros,pi,inf,NaN,NaN
12884,sts,20160218,10_8,22,ros,pi,NaN,7.740867,NaN
12885,sts,20160218,10_8,23,ros,pi,inf,NaN,NaN
12886,sts,20160218,10_8,24,ros,pi,inf,NaN,NaN
12887,sts,20160218,10_8,25,ros,pi,-inf,NaN,NaN
12888,sts,20160218,10_8,26,ros,pi,inf,NaN,NaN
12889,sts,20160218,10_8,27,ros,pi,10.969367,inf,NaN
12890,sts,20160218,10_8,28,ros,pi,22.216667,NaN,NaN
12891,sts,20160218,10_8,29,ros,pi,inf,NaN,NaN
12892,sts,20160422,11_7,1,ros,pi,6.247633,NaN,NaN
12893,sts,20160422,11_7,2,ros,pi,5.8695330000000006,NaN,NaN
12894,sts,20160422,11_7,3,ros,pi,5.8360330000000005,NaN,NaN
12895,sts,20160422,11_7,4,ros,pi,5.2236329999999995,12.704333,7.480700000000001
12896,sts,20160422,11_7,5,ros,pi,6.705033,NaN,NaN
12897,sts,20160422,11_7,6,ros,pi,6.488833,NaN,NaN
12898,sts,20160422,11_7,7,ros,pi,5.350433000000001,NaN,NaN
12899,sts,20160422,11_7,8,ros,pi,-inf,NaN,NaN
12900,sts,20160422,11_7,9,ros,pi,8.141933,NaN,NaN
12901,sts,20160422,11_7,10,ros,pi,9.400033,inf,NaN
12902,sts,20160422,11_7,11,ros,pi,5.403033000000001,-inf,NaN
12903,sts,20160422,11_7,12,ros,pi,6.826433,NaN,NaN
12904,sts,20160422,11_7,13,ros,pi,4.061333,12.553333,8.492
12905,sts,20160422,11_7,14,ros,pi,5.961233,NaN,NaN
12906,sts,20160422,11_7,15,ros,pi,-inf,NaN,NaN
12907,sts,20160422,11_7,16,ros,pi,7.171533,8.381833,1.2103000000000002
12908,sts,20160422,11_7,17,ros,pi,6.025933,inf,NaN
12909,sts,20160422,11_7,18,ros,pi,7.000933,NaN,NaN
12910,sts,20160218,11_8,1,ros,pi,NaN,7.4836670000000005,NaN
12911,sts,20160218,11_8,2,ros,pi,inf,NaN,NaN
12912,sts,20160218,11_8,3,ros,pi,inf,NaN,NaN
12913,sts,20160218,11_8,4,ros,pi,inf,NaN,NaN
12914,sts,20160218,11_8,5,ros,pi,NaN,NaN,NaN
12915,sts,20160218,11_8,6,ros,pi,11.278667,inf,NaN
12916,sts,20160218,11_8,7,ros,pi,22.383667,NaN,NaN
12917,sts,20160218,11_8,8,ros,pi,inf,NaN,NaN
12918,sts,20160218,11_8,9,ros,pi,10.849967,22.226667,11.3767
12919,sts,20160218,11_8,10,ros,pi,inf,NaN,NaN
12920,sts,20160218,11_8,11,ros,pi,inf,NaN,NaN
12921,sts,20160218,11_8,12,ros,pi,inf,NaN,NaN
12922,sts,20160218,11_8,13,ros,pi,14.433667,21.164667,6.731000000000002
12923,sts,20160218,11_8,14,ros,pi,5.7999670000000005,7.707367,1.907399999999999
12924,sts,20160218,11_8,15,ros,pi,inf,NaN,NaN
12925,sts,20160218,11_8,16,ros,pi,inf,NaN,NaN
12926,sts,20160218,11_8,17,ros,pi,NaN,-inf,NaN
12927,sts,20160218,11_8,18,ros,pi,inf,NaN,NaN
12928,sts,20160218,11_8,19,ros,pi,inf,NaN,NaN
12929,sts,20160218,11_8,20,ros,pi,15.623667000000001,NaN,NaN
12930,sts,20160218,11_8,21,ros,pi,inf,NaN,NaN
12931,sts,20160218,11_8,22,ros,pi,inf,NaN,NaN
12932,sts,20160422,12_7,1,ros,pi,5.950533,inf,NaN
12933,sts,20160422,12_7,2,ros,pi,3.933333,-inf,NaN
12934,sts,20160422,12_7,3,ros,pi,6.5692330000000005,NaN,NaN
12935,sts,20160422,12_7,4,ros,pi,-inf,10.449133,NaN
12936,sts,20160422,12_7,5,ros,pi,4.471833,NaN,NaN
12937,sts,20160422,12_7,6,ros,pi,5.4210329999999995,18.524333,13.103299999999999
12938,sts,20160422,12_7,7,ros,pi,-inf,NaN,NaN
12939,sts,20160422,12_7,8,ros,pi,-inf,NaN,NaN
12940,sts,20160422,12_7,9,ros,pi,4.4907330000000005,NaN,NaN
12941,sts,20160422,12_7,10,ros,pi,3.723833,NaN,NaN
12942,sts,20160422,12_7,11,ros,pi,-inf,NaN,NaN
12943,sts,20160422,12_7,12,ros,pi,2.562733,-inf,NaN
12944,sts,20160422,12_7,13,ros,pi,-inf,NaN,NaN
12945,sts,20160422,12_7,14,ros,pi,4.765033000000001,NaN,NaN
12946,sts,20160422,12_7,15,ros,pi,3.7151330000000002,14.495333,10.7802
12947,sts,20160422,12_7,16,ros,pi,-inf,NaN,NaN
12948,sts,20160422,12_7,17,ros,pi,-inf,NaN,NaN
12949,sts,20160422,12_7,18,ros,pi,5.057533,NaN,NaN
12950,sts,20160422,12_7,19,ros,pi,5.1489329999999995,NaN,NaN
12951,sts,20160422,12_7,20,ros,pi,3.949933,NaN,NaN
12952,sts,20160422,12_7,21,ros,pi,4.245833,NaN,NaN
12953,sts,20160422,12_7,22,ros,pi,4.349133,NaN,NaN
12954,sts,20160422,12_7,23,ros,pi,3.975733,NaN,NaN
12955,sts,20160218,12_8,1,ros,pi,inf,NaN,NaN
12956,sts,20160218,12_8,2,ros,pi,17.411667,NaN,NaN
12957,sts,20160218,12_8,3,ros,pi,16.123667,NaN,NaN
12958,sts,20160218,12_8,4,ros,pi,21.166667,NaN,NaN
12959,sts,20160218,12_8,5,ros,pi,inf,NaN,NaN
12960,sts,20160218,12_8,6,ros,pi,17.099667,NaN,NaN
12961,sts,20160218,12_8,7,ros,pi,inf,NaN,NaN
12962,sts,20160218,12_8,8,ros,pi,9.999967,17.945667,7.9457
12963,sts,20160218,12_8,9,ros,pi,10.049967,NaN,NaN
12964,sts,20160218,12_8,10,ros,pi,16.756667,NaN,NaN
12965,sts,20160218,12_8,11,ros,pi,inf,NaN,NaN
12966,sts,20160218,12_8,12,ros,pi,15.939667,NaN,NaN
12967,sts,20160218,12_8,13,ros,pi,inf,NaN,NaN
12968,sts,20160218,12_8,14,ros,pi,inf,NaN,NaN
12969,sts,20160218,12_8,15,ros,pi,17.549667,NaN,NaN
12970,sts,20160218,12_8,16,ros,pi,19.677667,NaN,NaN
12971,sts,20160218,12_8,17,ros,pi,inf,NaN,NaN
12972,sts,20160218,12_8,18,ros,pi,NaN,NaN,NaN
12973,sts,20160218,12_8,19,ros,pi,inf,NaN,NaN
12974,sts,20160218,12_8,20,ros,pi,6.120067000000001,12.330667,6.2105999999999995
12975,sts,20160218,12_8,21,ros,pi,-inf,NaN,NaN
12976,sts,20160218,12_8,22,ros,pi,NaN,-inf,NaN
12977,sts,20160422,13_7,1,ros,pi,6.308733,NaN,NaN
12978,sts,20160422,13_7,2,ros,pi,7.562633,inf,NaN
12979,sts,20160422,13_7,3,ros,pi,NaN,inf,NaN
12980,sts,20160422,13_7,4,ros,pi,5.679133,NaN,NaN
12981,sts,20160422,13_7,5,ros,pi,7.9759329999999995,inf,NaN
12982,sts,20160422,13_7,6,ros,pi,4.641733,16.196333,11.554599999999999
12983,sts,20160422,13_7,7,ros,pi,4.975033,inf,NaN
12984,sts,20160422,13_7,8,ros,pi,-inf,NaN,NaN
12985,sts,20160422,13_7,9,ros,pi,-inf,NaN,NaN
12986,sts,20160422,13_7,10,ros,pi,4.599533,21.251333,16.651799999999998
12987,sts,20160422,13_7,11,ros,pi,3.575233,11.456332999999999,7.881099999999999
12988,sts,20160422,13_7,12,ros,pi,-inf,14.215333,NaN
12989,sts,20160422,13_7,13,ros,pi,4.841433,NaN,NaN
12990,sts,20160422,13_7,14,ros,pi,5.489133000000001,NaN,NaN
12991,sts,20160422,13_7,15,ros,pi,2.4073330000000004,-inf,NaN
12992,sts,20160422,13_7,16,ros,pi,-inf,18.240333,NaN
12993,sts,20160422,13_7,17,ros,pi,4.4000330000000005,NaN,NaN
12994,sts,20160422,13_7,18,ros,pi,3.6303330000000003,NaN,NaN
12995,sts,20160422,13_7,19,ros,pi,-inf,NaN,NaN
12996,sts,20160422,13_7,20,ros,pi,4.722533,NaN,NaN
12997,sts,20160422,13_7,21,ros,pi,-inf,NaN,NaN
12998,sts,20160422,13_7,22,ros,pi,3.375233,NaN,NaN
12999,sts,20160218,13_8,1,ros,pi,inf,NaN,NaN
13000,sts,20160218,13_8,2,ros,pi,5.220667000000001,14.671667000000001,9.451
13001,sts,20160218,13_8,3,ros,pi,inf,NaN,NaN
13002,sts,20160218,13_8,4,ros,pi,inf,NaN,NaN
13003,sts,20160218,13_8,5,ros,pi,inf,NaN,NaN
13004,sts,20160218,13_8,6,ros,pi,NaN,NaN,NaN
13005,sts,20160218,13_8,7,ros,pi,inf,NaN,NaN
13006,sts,20160218,13_8,8,ros,pi,11.649667,NaN,NaN
13007,sts,20160218,13_8,9,ros,pi,24.266667,17.601667,-6.665000000000003
13008,sts,20160218,13_8,10,ros,pi,inf,NaN,NaN
13009,sts,20160218,13_8,11,ros,pi,-inf,NaN,NaN
13010,sts,20160218,13_8,12,ros,pi,NaN,22.127667,NaN
13011,sts,20160218,13_8,13,ros,pi,inf,NaN,NaN
13012,sts,20160218,13_8,14,ros,pi,inf,NaN,NaN
13013,sts,20160218,13_8,15,ros,pi,inf,NaN,NaN
13014,sts,20160218,13_8,16,ros,pi,-inf,NaN,NaN
13015,sts,20160218,13_8,17,ros,pi,inf,NaN,NaN
13016,sts,20160218,13_8,18,ros,pi,inf,NaN,NaN
13017,sts,20160218,13_8,19,ros,pi,8.966667,15.559667000000001,6.593000000000002
13018,sts,20160218,13_8,20,ros,pi,inf,NaN,NaN
13019,sts,20160218,13_8,21,ros,pi,NaN,NaN,NaN
13020,sts,20160218,13_8,22,ros,pi,inf,NaN,NaN
13021,sts,20160218,13_8,23,ros,pi,5.260866999999999,9.256267000000001,3.995400000000002
13022,sts,20160218,13_8,24,ros,pi,NaN,NaN,NaN
13023,sts,20160218,13_8,25,ros,pi,NaN,NaN,NaN
13024,sts,20160218,13_8,26,ros,pi,inf,NaN,NaN
13025,sts,20160218,13_8,27,ros,pi,inf,NaN,NaN
13026,sts,20160218,13_8,28,ros,pi,inf,NaN,NaN
13027,sts,20160218,13_8,29,ros,pi,inf,NaN,NaN
13028,sts,20160218,13_8,30,ros,pi,inf,NaN,NaN
13029,sts,20160218,13_8,31,ros,pi,inf,NaN,NaN
13030,sts,20160218,13_8,32,ros,pi,inf,NaN,NaN
13031,sts,20160422,14_7,1,ros,pi,4.168133,19.915333,15.7472
13032,sts,20160422,14_7,2,ros,pi,6.025333,21.938333,15.913
13033,sts,20160422,14_7,3,ros,pi,6.861033000000001,inf,NaN
13034,sts,20160422,14_7,4,ros,pi,NaN,NaN,NaN
13035,sts,20160422,14_7,5,ros,pi,7.002233,inf,NaN
13036,sts,20160422,14_7,6,ros,pi,-inf,NaN,NaN
13037,sts,20160422,14_7,7,ros,pi,5.303533,19.832333,14.528799999999999
13038,sts,20160422,14_7,8,ros,pi,-inf,18.352332999999998,NaN
13039,sts,20160422,14_7,9,ros,pi,3.369233,NaN,NaN
13040,sts,20160422,14_7,10,ros,pi,4.777933,NaN,NaN
13041,sts,20160422,14_7,11,ros,pi,-inf,-inf,NaN
13042,sts,20160422,14_7,12,ros,pi,-inf,-inf,NaN
13043,sts,20160422,14_7,13,ros,pi,-inf,NaN,NaN
13044,sts,20160422,14_7,14,ros,pi,3.686233,NaN,NaN
13045,sts,20160422,14_7,15,ros,pi,-inf,NaN,NaN
13046,sts,20160422,14_7,16,ros,pi,4.268833000000001,NaN,NaN
13047,sts,20160422,14_7,17,ros,pi,3.402933,NaN,NaN
13048,sts,20160422,14_7,18,ros,pi,2.517233,8.082633,5.5653999999999995
13049,sts,20160422,14_7,19,ros,pi,3.223833,NaN,NaN
13050,sts,20160218,14_8,1,ros,pi,inf,NaN,NaN
13051,sts,20160218,14_8,2,ros,pi,8.266667,12.143667,3.8770000000000007
13052,sts,20160218,14_8,3,ros,pi,11.733667,18.285667,6.552
13053,sts,20160218,14_8,4,ros,pi,inf,-inf,NaN
13054,sts,20160218,14_8,5,ros,pi,inf,NaN,NaN
13055,sts,20160218,14_8,6,ros,pi,inf,NaN,NaN
13056,sts,20160218,14_8,7,ros,pi,NaN,NaN,NaN
13057,sts,20160218,14_8,8,ros,pi,inf,NaN,NaN
13058,sts,20160218,14_8,9,ros,pi,inf,NaN,NaN
13059,sts,20160218,14_8,10,ros,pi,17.149667,NaN,NaN
13060,sts,20160218,14_8,11,ros,pi,11.233667,inf,NaN
13061,sts,20160218,14_8,12,ros,pi,inf,NaN,NaN
13062,sts,20160218,14_8,13,ros,pi,inf,NaN,NaN
13063,sts,20160218,14_8,14,ros,pi,inf,NaN,NaN
13064,sts,20160218,14_8,15,ros,pi,inf,NaN,NaN
13065,sts,20160218,14_8,16,ros,pi,inf,NaN,NaN
13066,sts,20160218,14_8,17,ros,pi,inf,NaN,NaN
13067,sts,20160422,15_7,1,ros,pi,7.592033000000001,inf,NaN
13068,sts,20160422,15_7,2,ros,pi,NaN,NaN,NaN
13069,sts,20160422,15_7,3,ros,pi,NaN,18.152333,NaN
13070,sts,20160422,15_7,4,ros,pi,5.599233,NaN,NaN
13071,sts,20160422,15_7,5,ros,pi,5.683933,NaN,NaN
13072,sts,20160422,15_7,6,ros,pi,inf,NaN,NaN
13073,sts,20160422,15_7,7,ros,pi,6.931633,inf,NaN
13074,sts,20160422,15_7,8,ros,pi,-inf,11.739333,NaN
13075,sts,20160422,15_7,9,ros,pi,6.716633,inf,NaN
13076,sts,20160422,15_7,10,ros,pi,5.5311330000000005,NaN,NaN
13077,sts,20160422,15_7,11,ros,pi,4.247033,NaN,NaN
13078,sts,20160422,15_7,12,ros,pi,4.566233,NaN,NaN
13079,sts,20160422,15_7,13,ros,pi,2.727233,inf,NaN
13080,sts,20160422,15_7,14,ros,pi,4.756633,17.669332999999998,12.912699999999997
13081,sts,20160422,15_7,15,ros,pi,3.640933,21.919332999999998,18.278399999999998
13082,sts,20160422,15_7,16,ros,pi,-inf,NaN,NaN
13083,sts,20160422,15_7,17,ros,pi,-inf,NaN,NaN
13084,sts,20160422,15_7,18,ros,pi,-inf,NaN,NaN
13085,sts,20160422,15_7,19,ros,pi,3.755233,NaN,NaN
13086,sts,20160422,15_7,20,ros,pi,-inf,16.238333,NaN
13087,sts,20160422,15_7,21,ros,pi,-inf,NaN,NaN
13088,sts,20160422,15_7,22,ros,pi,-inf,NaN,NaN
13089,sts,20160422,15_7,23,ros,pi,-inf,NaN,NaN
13090,sts,20160422,15_7,24,ros,pi,4.188433,inf,NaN
13091,sts,20160422,15_7,25,ros,pi,-inf,NaN,NaN
13092,sts,20160422,15_7,26,ros,pi,6.645932999999999,NaN,NaN
13093,sts,20160422,15_7,27,ros,pi,3.524833,NaN,NaN
13094,sts,20160422,16_7,1,ros,pi,NaN,-inf,NaN
13095,sts,20160422,16_7,2,ros,pi,inf,-inf,NaN
13096,sts,20160422,16_7,3,ros,pi,4.961733000000001,inf,NaN
13097,sts,20160422,16_7,4,ros,pi,5.077333,inf,NaN
13098,sts,20160422,16_7,5,ros,pi,3.772133,NaN,NaN
13099,sts,20160422,16_7,6,ros,pi,4.640533,17.454333,12.813799999999999
13100,sts,20160422,16_7,7,ros,pi,4.322333,NaN,NaN
13101,sts,20160422,16_7,8,ros,pi,NaN,NaN,NaN
13102,sts,20160422,16_7,9,ros,pi,4.767233,-inf,NaN
13103,sts,20160422,16_7,10,ros,pi,6.442432999999999,NaN,NaN
13104,sts,20160422,16_7,11,ros,pi,3.949833,NaN,NaN
13105,sts,20160422,16_7,12,ros,pi,4.282833,NaN,NaN
13106,sts,20160422,16_7,13,ros,pi,4.467833000000001,17.778333,13.3105
13107,sts,20160422,16_7,14,ros,pi,6.218733,NaN,NaN
13108,sts,20160422,16_7,15,ros,pi,6.6668330000000005,inf,NaN
13109,sts,20160422,16_7,16,ros,pi,5.948133,-inf,NaN
13110,sts,20160422,16_7,17,ros,pi,4.721733,NaN,NaN
13111,sts,20160422,16_7,18,ros,pi,-inf,NaN,NaN
13112,sts,20160422,16_7,19,ros,pi,3.849033,12.579333,8.7303
13113,sts,20160422,16_7,20,ros,pi,4.465233,NaN,NaN
13114,sts,20160422,16_7,21,ros,pi,3.154933,NaN,NaN
13115,sts,20160422,16_7,22,ros,pi,-inf,22.392333,NaN
13116,sts,20160422,16_7,23,ros,pi,3.897533,NaN,NaN
13117,sts,20160422,16_7,24,ros,pi,-inf,16.240333,NaN
13118,sts,20160422,16_7,25,ros,pi,-inf,NaN,NaN
13119,sts,20160422,16_7,26,ros,pi,3.5074330000000002,-inf,NaN
13120,sts,20160422,16_7,27,ros,pi,5.466633,10.462033,4.9954
13121,sts,20160422,16_7,28,ros,pi,-inf,NaN,NaN
13122,sts,20160422,16_7,29,ros,pi,-inf,inf,NaN
13123,sts,20160422,16_7,30,ros,pi,6.7221329999999995,NaN,NaN
13124,sts,20160422,16_7,31,ros,pi,3.632533,NaN,NaN
13125,sts,20160422,16_7,32,ros,pi,-inf,NaN,NaN
13126,sts,20160422,16_7,33,ros,pi,2.126893,-inf,NaN
13127,sts,20160422,17_7,1,ros,pi,inf,-inf,NaN
13128,sts,20160422,17_7,2,ros,pi,5.976833000000001,NaN,NaN
13129,sts,20160422,17_7,3,ros,pi,NaN,-inf,NaN
13130,sts,20160422,17_7,4,ros,pi,3.8656330000000003,NaN,NaN
13131,sts,20160422,17_7,5,ros,pi,4.961233,NaN,NaN
13132,sts,20160422,17_7,6,ros,pi,NaN,NaN,NaN
13133,sts,20160422,17_7,7,ros,pi,6.135633,NaN,NaN
13134,sts,20160422,17_7,8,ros,pi,4.648833,-inf,NaN
13135,sts,20160422,17_7,9,ros,pi,3.1943330000000003,17.337333,14.143
13136,sts,20160422,17_7,10,ros,pi,5.5308329999999994,NaN,NaN
13137,sts,20160422,17_7,11,ros,pi,6.055733,NaN,NaN
13138,sts,20160422,17_7,12,ros,pi,6.0631330000000005,NaN,NaN
13139,sts,20160422,17_7,13,ros,pi,-inf,22.398333,NaN
13140,sts,20160422,17_7,14,ros,pi,-inf,20.926333,NaN
13141,sts,20160422,17_7,15,ros,pi,5.887933,NaN,NaN
13142,sts,20160422,17_7,16,ros,pi,4.463533,-inf,NaN
13143,sts,20160422,17_7,17,ros,pi,5.4500329999999995,10.492433,5.042400000000001
13144,sts,20160422,17_7,18,ros,pi,-inf,21.426333,NaN
13145,sts,20160422,17_7,19,ros,pi,5.061533000000001,18.160333,13.0988
